,0
10037,americanair thanks entirely unhelpful wasting hour time today
10038,well americanair wont flying rebooked jetblue credit actually work free
10039,americanair check broken tablet see attached picture medium filmcrew nbc cnn httptcouq2oopjpwg
10040,americanair calling morning still cant get need chge flight week
10041,americanair prob give refund since made miss flight waiting talk someone 3 hour httptco4sfpcbyy9m
10042,americanair oh received back email saying delay happen uh huh
10043,americanair place hold complete payment dont see way reservation page
10044,americanair bad weather happens able get reservation rep 6 hour crazy frustrated
10045,americanair customer svc rep unable handle call 24hrs cancelled flightlation policy booked yesterday need cancelled flight
10046,americanair bad weather understandable pilot said 160 people called zero bag plane
10047,americanair yepfiled claim heathrow yesterday promised call morning update got nothing
10048,americanair seem impossible contact anyone airline get item left board plane 5 min deplane
10049,americanair flew chi instead got ride mke u said bag would go mke today cancelled flightled flight tho
10050,americanair stuck gate miami jfk flight 1510 going get tonight frustrating
10051,americanair understand theyre busy amp best frustration automated call changing flight wo allowing talk
10052,americanair help u said ud chnge retrn flght since missed connection sat amp ur pickng phoneonly hve 18 hr left
10053,americanair almost month still response online complaintquestions 300
10054,americanair bad weather happens lack preparation inexcusable depending good weather good business model
10055,americanair us4623 going time still deplaning 408 b
10056,americanair flight tomorrow cancelled flightled new one booked seat taken care tweet commend service thanks
10057,americanair instead yelled told call number pick due call volume
10058,americanair boston airport problem agent honor voucher one number rubbed
10059,americanair guess b airportcardio given cannot time flight
10060,americanair really explain customer service gate agent 1152 c4 couldnt bothered
10061,americanair wife flt bro tul via dfw cancelled flighted bought swa flight get home partial refunddm plz
10062,americanair ive trying get reservation since yesterday make change reservation hold
10063,americanair thanks miss dog delay costing lot money
10064,americanair yes say deliver within 6 hour pick line
10065,americanair still cant get change flight really important plz help
10066,americanair ended emailing complaint customerrelationsaacom hope work travelproblems
10067,americanair tomorrow site show flight 1642 ewr cancelled flightled
10068,americanair lie lost bag suppose trust life thousand foot air
10069,americanair cant help seat taken way handle high volume call day
10070,americanair worst first class boarding service ever
10071,americanair disgusting chicken entree ive ever seen standard seriously nosedived newamerican httptco56essfoowt
10072,americanair im tryin book flight cant get ahold anyone
10073,americanair finally final destination wo extra significant travel expense amp missed work resolve experience
10074,americanair delaney shawn dfw showed exceptional customer service today happily choose aa whenever possible thank
10075,americanair another customer non service waited solve problem would miss funeral suck
10076,americanair already shared nothing done
10077,americanair kanne822 southwestair better aa
10078,americanair really cant though agent worried reservation help
10079,americanair listening delay message phone another delay message coming get shit together
10080,americanair hi get error msg trying check line state wrong pas ticket rcvd aa due training dfw u know
10081,americanair there employee gate 45 jfk telling people bag doesnt fit need checked clearly fit aa291
10082,americanair thanks finally got afternoon
10083,americanair waiting delayed plane sat plane hour waiting late flight passenger thats b
10084,americanair bag
10085,americanair true stop making excuse either overbook crappy plane
10086,americanair booked seat dallas live dallas real nice gate agent exit row available told werent available
10087,americanair paid using paypal online charged system error ended calling
10088,americanair aateam thanks working rigorous weather condition
10089,americanair thats im asking exception staffer moving last minutewere nonprofit amp losing 400we want change ticket
10090,americanair thanks ill look forward response
10091,americanair advantage agent horrible ive waiting 5 hour call back hung rude agent
10092,americanair yes there issue site well unfortunately
10093,americanair wife stuck brownsville chance get flight need work tomorrow morning
10094,americanair year think
10095,americanair thank truly appreciate help sent dm
10096,americanair best 800 message saying use website website saying need call dont answer hardtodo
10097,americanair trying get flight changed dallas calling number say thanks calling hang guess im stuck
10098,americanair aa1675 airplane sitting 24 hrsthere mechanical problemsbtwthe aa desk unorganized
10099,americanair miamiphl flight cancelled flightled got gate one aa around one phone awful awful awful
10100,americanair care le youre without bag day week ive 3 story last 3 hoursi want bag
10101,americanair hah best flight attendant response happy getting screwed carrier hahahah pathetic
10102,americanair aa1675 flight jamaica cancelled flightled yesterday due weather flight still landing dfw
10103,americanair liar precipitation day 47 degree dont pacify look like foolthats problem admit suck
10104,americanair thank much
10105,americanair 12 call span two daysnone available speak someone un fin believable worst ever
10106,americanair elwoodblues77 im sure understands rule guy zero customer service staff damn counter
10107,americanair whats baggage handler calling dfw today luggage onboard plane
10108,americanair 50 minute hold another 30 minute call yes going pushing get airport time
10109,americanair seat assignment process flight booking problem misleading im paying extra select seat
10110,americanair cant hire staff helpful informed nice customer
10111,americanair rude ticket counter employee forcing wife standby pushing list bad day
10112,americanair agent dfw kind best help doesnt make phx error attitude americant
10113,americanair let reuse ticket thus booked vacation delta never flying american
10114,americanair 2 hr guess hang amp give using award mile price jump hm thanks httptcole4h2gtzxz
10115,americanair need hold get call back get hung phone system 6 hour
10116,americanair rude unprofessional helpful helping try get home aaadvantage loyal aa customer dissatisfied
10117,americanair work comm skill w hate agent phx said confirmed flight dfw amp got standby
10118,americanair thank assistance
10119,americanair hello question many balloon think take life one plane
10120,americanair need2know ill able reach ind todayrather stay maf fly dfw amp find cant travel httptcogvgkhbx1rb
10121,americanair im trying hardest get frustrated getting response email phone aa owes 500 claim
10122,americanair hi flight dallas cancelled flightled going la u pls help rebook
10123,americanair 2nd time 4 day flight delayed gate agent hasnt said anything thanks memory neveragain
10124,americanair call cue 11 hour call yet wife cue 9 hour got call hung
10125,americanair phone 47 minutessaid would 10 advice
10126,americanair chicago seen seat 6a aa 1620 far great ride pdx httptcox4rsvagijn
10127,americanair thanks delivery status
10128,americanair dont believe acceptable ticket changed check time amp notified apparently thats standard
10129,americanair need complain aa email form field doesnt allow enough character complaint real email address
10130,americanair flight aa 1338 delayed providenciales missing connection aa 1651 miami sea call
10131,americanair ticket gave lying raising voice explanation happened httptco31cfhtk60r
10132,americanair check going de airport everything fine fail
10133,americanair attached original ticket flight number 1672 isnt experience thought would terrible httptco5sdlyn9mss
10134,americanair hey becky piela orange county airport really kind helpful rescheduling flight
10135,americanair feb 15th rep gave record locator told id receiving email itinerary confirmation
10136,americanair entire process took sooooo long decent seat left customerservice
10137,americanair hold reserve award travel 15 hr anyone home crazy weather issue httptcocehroeurc5
10138,americanair dont mind fee told cant change name ticket
10139,americanair thank pick time
10140,americanair original receipt list flight cost 89ish doesnt reflect use voucher
10141,americanair well guy totally kicking million pound as bar none best sm team airline industry opinion
10142,americanair least could would refund oneway ticket buy since werent able accommodate thank
10143,americanair patient delayed bag 5 week told could take another 3 5 week unacceptable
10144,americanair purchase ticket never would buy flight cancelled flightled terrible customer service
10145,americanair flt 703 sorry scheduled 545 phlmia totally chaotic poorly addressed event sent three gate night
10146,americanair told could refund cost original return flight note flight booked expensive
10147,americanair okay since couldnt put earlier flight buy ticket another airline
10148,americanair heard back 730 today put flight tomorrow arriving home 4 pm meaning id take 2nd day work
10149,americanair airport 8hrs told nothing anyone rep said waiting mechanic finish lunch
10150,americanair ive tried le 8 time today get touch service desk beginning 830 est im luck help
10151,americanair put hold 55 hr got call back 1120 pm wait hold another hour
10152,americanair lost customer today flight today cancelled flightled find calling customer service yesterday
10153,americanair called regarding bag came yesterday one notified updated online record locator customerservice
10154,americanair realize customer service leaf much desired folk handling call could care lessand show
10155,americanair thanks
10156,americanair unacceptable clear losing one customer doesnt matter american many bankruptcy take
10157,americanair another airline thats accommodating customer unable simply change passenger notice simply
10158,americanair thank
10159,americanair way reserve dog flight without speaking representative booted helpline
10160,americanair ive calling 3 straight day one pick sure storm also customer holler
10161,americanair tell luggage flight 1644 sna dfw flight mke cancelled flightled got rebooked ord
10162,americanair gtsvyb say cancelled flightled try check
10163,americanair thank processing refund
10164,americanair thats good id expect cant get phone make change change online
10165,americanair usairways u 728feb 21 unprofessional unprepared unsympathetic lacked communication lacked solution
10166,americanair thanks asking second plane maintenance issue flight ord lit sitting gate warm plane
10167,americanair hey ho losing money next make sure stick flyer right booklet
10168,americanair trying 20 hr reach agent must make change cant done web 1159 pst cancelled flight rev ystday
10169,americanair oh losing luggage ridiculous angrybird wheresmybag
10170,americanair great job great service sdf weekend winter storm
10171,americanair please get together find husband luggage youre ruining ski trip aspen 3rd day luggage
10172,americanair dont worry delta took good care loss gain
10173,americanair welcome anyone work condition deserves thank even though side atlantic lol xx
10174,americanair thanks gang mind ask handle social medium house
10175,americanair sure whats frustrating stranded airport fate hand
10176,americanair thanks telling flight got cancelled flightled wasnt missing luggage thanks fam
10177,americanair yes thanks
10178,americanair 77min still hold chg award travel sorrynotsorry
10179,americanair people phone cant see 800 difference thats poor process
10180,americanair got new reservation tomorrow thanks
10181,americanair still taking call storm ended 2 day ago like pat doyourjob
10182,americanair 90 dollar rt ticket chicago yes please
10183,americanair let extraordinary week make year remember goingforgreat 2015 thanks much american airline
10184,americanair helpful
10185,americanair expect u spend hard earn fly make exception extra call volume however never make acpt
10186,americanair hour half landing bag finally trickling httptco4kbtzvju3b
10187,americanair 2 hour im patient dont call back feature pay someone answer phone tweet onhold
10188,americanair please something boarding dca 35x many delay bus plane tarmac despite empty gate disorganized mess
10189,americanair standby line update online app either troubling
10190,americanair cancelled flight trip instead 25 future trip voucher 25 drink coupon wouldve better wakinginmemphis
10191,americanair thx sent dm
10192,americanair unbelievable cannot even wait hold speak human resolve issue system simply hang
10193,americanair thanks airline ruined bag refuse anything
10194,americanair 4 open kiosk priority line 4 open main check 80100 ppl
10195,americanair app nonsense flight cancelled flightation yesterday wasnt able use app kiosk today hour long line
10196,americanair thank u reach response yet lost found go straight vm
10197,americanair bag yet located 5th time ive checked tracking bag hard system
10198,americanair fyicall stilling getting dropped hour continuous dialing attempted cancelled flight online able help
10199,americanair maxfitgirl29 next time fly southwest
10200,americanair still hold way suck
10201,americanair kudos crew flt 167 today specially carlton loved new 767300 keep good work aa
10202,americanair flight leaving dallas right maui trying figure delayed flight 7 going
10203,americanair ask new colleague usairways handled u 728 21 feb expect made whole check complaint inbox
10204,americanair get outta
10205,americanair tried calling got high call volume moment message said goodbye hung
10206,americanair really appreciate great customer service one service agent hung asking legitimate question
10207,americanair dont already know isnt everyone sharing nasty food even close decent
10208,americanair thank much appreciated plane 90 min gate
10209,americanair guy get rid functionality httptcor1oqaveo7i put reservation hold 24 hour dont see
10210,americanair hold since 5am one get airport cancelled flight flight dont make u pay huge fee change flight
10211,americanair nicest people world work admiral club gladys san juan e mi amiga
10212,americanair love much plane please follow back amazing bussines
10213,americanair genuine give opinion occurred last night 445 fly phl mia assistance airport
10214,americanair get flight change air delay causing missed connection 1 seat late flightr
10215,americanair think 2 week waiting enough time contact lose customer
10216,americanair way suck customer service dallas trapped ice storm didnt cancelled flight 7am flight amp hold day
10217,americanair umm unexpected unexpected meaning guy didnt know major staff shortage
10218,americanair also way speak someone phone 1800 hanging day
10219,americanair sfo natt agent helped really awesome job
10220,americanair paid seat upgrade b4 severe weather got booked another flight get upgrade calling inquire help
10221,americanair thanks
10222,americanair well done xx
10223,americanair thanks issue checking flight please check dm convo info
10224,americanair dont care keeping customer safe least didnt care sister
10225,americanair maybe stop tweeting start calling make available people wait onhold instead hanging u
10226,americanair thats point say 1300 counter clearly see 500 site aa agent loss 4 word
10227,americanair caller east coast able speak actual human reservation support agent busy call late flightr
10228,americanair father loved working well panam
10229,americanair 249 ewr dfw stopping bna refuel 4 bad weather trying get plane closer 2 dfw cancelled flight u
10230,americanair something wrong website matter flight select say longer available
10231,americanair youre sending gate agent talk u joke airline thanks ruining vacation neverflyaaagain
10232,americanair cxl flight rebooked 2 pax problem thank everyone aa helping u
10233,americanair sitting plane hour unacceptable complete disregard customer service
10234,americanair fluctuated aa took 2 hr call backended paying extra u statement true
10235,americanair thanks keeping u safe
10236,americanair one aa woase2015 event helsinkiairport lot info available winterops
10237,americanair keep returning call hanging answer help reflight booking problem flight
10238,americanair calling 24hrs getting told call back automated system extremely frustrating
10239,americanair sad even spending much ticket wanted wife still go sister help
10240,americanair usairways help finding baggage reply asap direct detail
10241,americanair 4hrs late flightr get call back immediately disconnected
10242,americanair pleasure next aa flight wednesday milan italy midoexhibition see
10243,americanair team rebooked cancelled flightled aa flight different airline new airline flight booking problem flight evening
10244,americanair hold almost 3 hour ridiculous
10245,americanair dont like making scene hasnt addressed properly please
10246,americanair thank help p guy best americanairlines americanair
10247,americanair derekc21 hello one forgotten need luggage ba dropping ball
10248,americanair hold 2nd time today need help confirming new flight arranged expedite
10249,americanair served nastiest food ive ever seen yesterdayrubber chicken slime entire cabin sent food backfas confirm
10250,americanair terrible response someone picking phone calling meit 49 hour luggage
10251,americanair really
10252,americanair system always hang
10253,americanair exceptional customer service aa misplaced item waiting checkin followed smooth flight thank
10254,americanair line sfo customer service rude disorganized congested dissapointing
10255,americanair help attempting cancelled flight flight cant get thru 800 number call get dropped saying agent flight 224
10256,americanair edplotts dont bother trying get anywhere customer service team either take 2 month counting reply
10257,americanair thanks
10258,americanair seriously treat passenger like shit
10259,americanair 30 minute since landing flight 1531 miami luggage whats delay
10260,americanair got paying extra sit way back awesome never
10261,americanair define sincerely action reflect youre saying poor attempt redeem social medium
10262,americanair award 50000 air mile yes going take vacation thanksamericanairlines
10263,americanair follows talent pm bdsm porn site httptcouqgw6qsffu new economy dungeon class coming httptcopl9sop5ihu
10264,americanair usairways next stop customer service
10265,americanair said last time doesnt take 6 week reply email
10266,americanair sure thank
10267,americanair im trying make reservation lt 2 year old lap child dont see option online proceed reservation
10268,americanair 45min wait get deiced tulsanot good servicelooks like everyone miss connection due weather fight
10269,americanair flight 1337 cancelled flightled let know new flight info
10270,americanair would sell seat 7 hour flight half legroom occupied escape raft httptcodtheyofxrb
10271,americanair flight dallas cancelled flightled talked reservation agent got new flight received email
10272,americanair last flight ever aa botched weather delay point absurdity id pay fly delta
10273,americanair id happy hold phone phone system allowing simply hang
10274,americanair trying desperately rebook mom flight waited 10 hour callback got disconnected call back help
10275,americanair thanks dont understand couldnt used tug next gate ground crew took break unacceptable
10276,americanair third time called 8004337300 hung anyone speaks
10277,americanair second flight put cancelled flightled explanation missed first meetingoutraged
10278,americanair clueless aa waiting hear 25 week refund cancelled flightled flight amp hold 1hr 49min
10279,americanair fantastic thanks coming thru great customer service
10280,americanair departed 24 hour late flightr crazy crew one lady simply freaked got away job departure
10281,americanair dont require u memorize fiveword phrase remember hear another six million option
10282,americanair 2 month still exec platinum member card give
10283,americanair love holy automated phone system going give like 8 option give numerical shortcut
10284,americanair tweet call youre like bad boyfriend
10285,americanair tywinter really small thingsthe detailsthat make excellent experience really irritating one
10286,americanair thanks great stuff imagine jammed everything
10287,americanair britishairways trying speak agent flight london tonight cant get anyone aa help
10288,americanair ohi already turned itover apparently losing someone bag honeymoon doesnt require accountability
10289,americanair ive trying reach customer service two day received zero response never traveling aa
10290,americanair 6 hour get back back sat plane 4 hour flight cancelled flightled one small drink
10291,americanair cnn nbsnewsr cnnbrk except arent working americanair youve done nothing help
10292,americanair need look handling flight 106 104 company size protocol place help
10293,americanair literally stopped allowing people wait line customer service incredible worst customer service
10294,americanair weve 15 official complaint signed americanairlines lima supervisor customer relation pls compensate 4 10hour delay
10295,americanair need rebook cannot get agent help
10296,americanair back uk thanks staff wouldnt passenger stranded laughed u
10297,americanair followed tried usairways record locator number gave error code
10298,americanair well wont let handle reservationchange online amp reservation call hang wtf bullshit
10299,americanair yay thanks appreciate help know nut right cold ice
10300,americanair received email requesting call re keep getting kicked phone system help
10301,americanair flight cancelled flightled trying reschedule 800 number say call back
10302,americanair feel free email mikehertz7gmailcom dont worry going anywhere damn tarmac bit
10303,americanair said thing phrased differently actual help
10304,americanair plane toilet wasnt working needed gas flight 1081 leaving dulles going lax
10305,americanair youre finding bc united rebooked u airline realized couldnt get u home ord
10306,americanair thank
10307,americanair boarded flight 2334 830am 1140 still sitting runway lot fun
10308,americanair funny say monitoring since january 1st change availability fakeawards luvisbetter
10309,americanair flight home cancelled flightled today way get another flight nyc texas 4 hour wait call back airline
10310,americanair justynmoro totally agree get automatic phone attendent go hang lousy service
10311,americanair ive trying call reservation desk past 12 hour cant get expected
10312,americanair customer service terriblebeen waiting 6 week reply email helpful keep brushing problem
10313,americanair taken care already ive come expect level horrible service time time
10314,americanair given callback option service turned
10315,americanair flying today mty mex 930am still appear cancelled flight talk another flight
10316,americanair didnt call try youll understand possible reach agenti dont know else
10317,americanair ok probably cancelled flight flight take refund get home another way wednesday wont work u
10318,americanair also wait 2 hour speak someone phone cant wait 2 hour
10319,americanair make 7hours
10320,americanair despite chaos im still grateful flight home
10321,americanair supposed cancelled flight cant online dont want lose fund ticket help
10322,americanair poor customer service unacceptable also bout surfer front website noloveforsurfers pretend
10323,americanair need help im trying cancelled flight flight take cant get hold anyone line busy
10324,americanair always nice coming home wish youd fly laxmad keep away iberia goingforgreat
10325,americanair trying cancelled flight fligt 2321 ohare dallas 1217pm high call volume one answer online confirmation thanku
10326,americanair given choice rep meelan uk aa contact center escalate flight supervisor book change
10327,americanair retrain customer service first make proper adjustment cancelled flightling flight mistake
10328,americanair wish better mobile app look app united much seemless check
10329,americanair delayed flight six hour missed international connection extra night hotel still pay 15lb surfboardbag
10330,americanair voucher 4 cancelled flighted flight due 2 weather today issue broken tire voucher cause tire broken weather nomoaa
10331,americanair worst airline cancelled flight flight dont even let u know even though traveling child
10332,americanair long mait repair wait gate capt said paperwork formality forced check bag rudelyreturning cc reader doesnt work
10333,americanair one hour check 45 minute long mia fail
10334,americanair thx showing twitter appreciates employee sure another airline would like 1300 nohotel
10335,americanair thanks response better nothing ahem usairways
10336,americanair cant get customer rep help option got
10337,americanair snack left purpose team helpful morning desk phone
10338,americanair could even see tried make transaction wouldnt offer price id tried purchase
10339,americanair usairways maam complaint visit customer service desk see line 45 people deep
10340,americanair united well time arent damn thing im guy winter hat frowny face
10341,americanair much status ep 15 million mile revenue first class ticket im sitting coach thanks rude c staff
10342,americanair united deplaned ohare gate k13 dont send customer service rep discus situation god know
10343,americanair dmd anything
10344,americanair time 2 hr passed got call back ticket wasnt fault yet pay extra
10345,americanair gotta say yall amp staff real httptcorkprxtgvfl
10346,americanair wouldnt let complete transaction one way barbados nyc
10347,americanair brother flight dfw cancelled flightled yesterday flying ont dfw today
10348,americanair customer service today unsat flight cnx notified called 6 hour phone line even let hold
10349,americanair refund
10350,americanair im still patiently waiting response complaint email fri normal response time
10351,americanair flight im trying change 4 hour ive trying reach agent 72 unbelievable
10352,americanair ok noone help bag lost honeymoon 3months ago responsible professional
10353,americanair sjcgtlax fourth time gave
10354,americanair flight san angelo via dallas orlando cancelled flighted help hold disconnect
10355,americanair lucymay surely much better let u share feedback unless something hide
10356,americanair staff jfk airport discussing way left stranded
10357,americanair add ktn existing reservation letting add online
10358,americanair still response aa great job guy
10359,americanair confused definition preferred seat paid extra one got regular seat legroom unimpressed
10360,americanair howdy trouble getting rebooked flight cancelled flightled cant get thru via phone web erroring help
10361,americanair oh yea thats cmon buddy bring special friend united conversation seem nothing
10362,americanair 2 agent domestic check mia wtf huge line many people cancelled flightled flight
10363,americanair told 20minute wait time waiting hour hour gone ridiculous
10364,americanair dmed
10365,americanair dont see response
10366,americanair gotta love skycap solving problem faster anyone else terminal smile face
10367,americanair guy need educate employee pink tag stop losing guitar 10 thousandth time
10368,americanair pretty frustrating cant even stay hold get help flight cancelled flightation
10369,americanair united youre equally terrible im going fight get complete satisfaction mistreated
10370,americanair united wrote back saying challenging weekthats sure shit
10371,americanair united contact something alleviate terrible terrible service 22 year old social medium guru
10372,americanair united week going make anything put ease asking fix thing
10373,americanair cnnbrk didnt address assult drink spilled drunk passenger wheelchair get plane
10374,americanair united complete lack faith company really shame think telling challenging
10375,americanair priority baggage evidently mean come last
10376,americanair united getting u need acceptable mention cancelled flighting meetingsinterviews client
10377,americanair airline united ive spent three extra day traveling domestic spent hundred dollar
10378,americanair worst flight customer service second time ive cancelled flighted gotta pay hotel find ride
10379,americanair flight dc la mention fix circuit breaker bathroom plane old
10380,americanair incredibly arrogant thing say sit ohare waiting incompetent airline refuel
10381,americanair cnnbrk tried anything said would talk stewardess serving drunk drink help
10382,americanair please improve business extra flight reservation process cant book online century 25 min hold
10383,americanair tried already waiting list call back 2hourwaitsucks
10384,americanair stressful morning still pay check bag lax madhouse lot angry customer yikes
10385,americanair best never fly w americanairlines ever yall made day remember
10386,americanair 4 phone call 2 hr sent back amp forth two line terminal skycap find solution
10387,americanair thanks responsetough night involved flight got cancelled flightled started taxiing runway
10388,americanair response flight montrose cancelled flightled
10389,americanair thank responding rather quickly btw
10390,americanair thanks dm rescheduling unfortunately operation process lax chaos amp rep refused print ticket
10391,americanair ok thank
10392,americanair cancelled flighting flight today weather dallas without charged
10393,americanair told got put another flight would get email still havent gotten one yet
10394,americanair please try call 18004337300 see happens youll understand allrepresentativesbusy nooption
10395,americanair thank cc packermama1
10396,americanair tried check redirect call usairways also cant get contact
10397,americanair flight delayed 3 time today due flight officer 4333 pit ord 5 hour delay date bademployeeproblem
10398,americanair pt 2 aa reservation phone number le helpful telling change thing online cant
10399,americanair yes much help guy
10400,americanair thank cancelled flighting flight putting husband life danger driving weather safetyfirst
10401,americanair travel advisory toronto today cant access anything regarding international travel website
10402,americanair understand 14 hour late flightr still havent heard word plan week zero information
10403,americanair finally called cant get met seattle refund processed thanks
10404,americanair reservation hold wish hold thats possible phone issue americanair
10405,americanair app doesnt allow canadian address used mobile canadian site let select passenger
10406,americanair phone issue please fix
10407,americanair cant one cant get hold cant get past automated reply hang frustrated
10408,americanair trying get home beyond complicated hard student split fly aa ever
10409,americanair website havent able check flight morning
10410,americanair boyfriend supposed home saturday flight dc cancelled flightled yet please get home
10411,americanair tried amp disrespectful professional amp 2nd flight cancelled flighted get home surgeryhelp
10412,americanair answer phone trying change reservation havent able get human pick two day
10413,americanair couldnt add ktn asked numerous time one answer phone missed flightupset
10414,americanair flight us1562 ric2dfw cancelled flightled yesterday amp hold w cust service 610pm est4 hour answer
10415,americanair got phone w rep flight disappeared locator irrlcd said rescheduled help please
10416,americanair unamerican airline lie poor customer service
10417,americanair cathaypacific cathaypacificus cant even tell country
10418,americanair awesome flight morning aa3230 awesome crew even landed early
10419,americanair yes sayin particularly poorly handled situation
10420,americanair pay extra co flight longer available wouldnt accept u card 1 way nyc
10421,americanair airsouthwest flight chicago buffalo hour flight care safety
10422,americanair
10423,americanair could voided ticket since gt 24hrs since flight booking problem going waive fee still cant get
10424,americanair mean flight going buffalo location dont care safety
10425,americanair ive line half hour trying see representative might even miss next flight unacceptable
10426,americanair trying speak agent 24hrs cancelled flightled flight rep always busy get ahold
10427,americanair youre almost bad united
10428,americanair usairways use app say httptcowny9tzsr8n
10429,americanair two hour wait
10430,americanair cant get thru anyone phone
10431,americanair anticipate decision cancelled flightlations dfw tomorrow morning need rearrange hotel reservation etc asap
10432,americanair ive calling 1800 morning change name upcoming trip able get please advise
10433,americanair usairways take med make severely dehydrated sigh
10434,americanair dm email address tell ordeal tell think fair
10435,americanair set notification aa amp u airway still nothing
10436,americanair get travel question answered quickly online calling helping busy day
10437,americanair upon entering plane 2 usairways stewardess water dont please take seat
10438,americanair website wont let view reservation due change made outside httptconwf2fka8fy im hold get help
10439,americanair usairways outbound flight 2 hour delay bc air traffic amp 2 gate change dividend mile member get email text update
10440,americanair record locator oaaret got email couldnt rebooked got notification flight cancelled flightled
10441,americanair huge thanks fixing flight appreciate customer service could get seat assigned next wife
10442,americanair friend legally required chaperone school trip
10443,americanair rldelahunty record loaaret got email couldnt get rescheduled another flight dont know flight cancelled flightled
10444,americanair technical problem frustrated answerthephone re hold cant get thru use credit pay
10445,americanair cancelled flighted flight im rerouted 12 hr travel bump paying customer non rev custserv
10446,americanair hold againestimated 2 hr hold
10447,americanair sent letter said would talk stewardess serving drunk drink help
10448,americanair supervisor mrobinson served lot attitude cancelled flighted flight spite put back crazybitch
10449,americanair gate c11 gate agent turning paying customer away favor non rev
10450,americanair one 1130am app still show time
10451,americanair andyellwood delk lol sure id wake response halfthought auto tweet hope made
10452,americanair aa2334 second week row delayed due mechanical issue sleet outside yet stuck changing tire
10453,americanair thanks hoping wed get back dfw
10454,americanair keep trying call change reservation keep hanging
10455,americanair appreciate reply though
10456,americanair although 6 hour delay every single staff member ticket desk admiral club sweet pie
10457,americanair bring fiancé meerikangas back
10458,americanair hahahaha crazy well here another night airport
10459,americanair kudos ticket agent 2224 making passenger check bag big fit overhead
10460,americanair youre sorry enough compensate either extended time cost difference alternate direct flight right
10461,americanair hoagy10 stop cutting pasting apology get additional phone rep job
10462,americanair work would much better lesson plan music class today
10463,americanair call system fucking joke
10464,americanair moved u onto 655pm availability 150 330 answer phone young child help
10465,americanair honeymooni paid extra business sitting next bride bumped status disgusted
10466,americanair deplaned 3rd fucking time fuck aa
10467,americanair redeem travel voucher flight cant reach travel agent phone hold expires 24 hour
10468,americanair thanks result missing conference im attending option book earlieror notreceive refund
10469,americanair almost 4 hour heard nothing yet reservation team supposed
10470,americanair cancelled flightled flight due weather others flying fine compensation resolution incompetent
10471,americanair 8 hour phone yesterday really still doesnt pick status u air flight
10472,americanair worst experience ever virginamerica way
10473,americanair calling 1am tell flight rescheduled 12 hour late flightr supposed seems like bad solution
10474,americanair fail see telling caller bag may take 18 hour get jfk brooklyn best
10475,americanair thanks jacqueline clt cleaning amexserve usairways mess awesome service
10476,americanair weather fact cant get ahold anyone help tweet back
10477,americanair please message assistance cant get anyone
10478,americanair ive witnessed manager named denise yell 2 different customer issue rude
10479,americanair come one answered call email
10480,americanair lax service rep hand 800 number call thats helpful
10481,americanair extend rtn flight bereavement 22nd could change fee dropped told noworse day life badcustomerservice
10482,americanair ive tried ten time last night morninghow many time try meeting make tonight atx
10483,americanair thanks responding
10484,americanair thanks done dont understand whose bag couldnt fit arent notified airat landing technology
10485,americanair still talked anyone guy prepared situation good service mad
10486,americanair ok thank cant get hold someone get new flight
10487,americanair horriblecustomerservice rudestaff incompetentmanagers
10488,americanair eleonora7 good luck ive waiting week
10489,americanair tisk tisk rude flight attendant yet cant hang suit didnt buy first class delta learn
10490,americanair would appreciated please dont send page long form amp limited character direct email
10491,americanair biggest joke customerservice ive ever seen brand httptcoxhsuupheze
10492,americanair would awfully nice could send alert flight cancelled flighted text email love
10493,americanair thanks took care issue ivr unclear took long get callback option would love see fixed
10494,americanair thank much help lot
10495,americanair understand im even put hold say try late flightr goodbye
10496,americanair need apology need fix competent manner
10497,americanair like call back system thought youd like know working well received three call there audio
10498,americanair need back home tomorrow one helping please help rebook flight tomorrow
10499,americanair filed pir agent indianapolis airport unable pull information online site dmed detail
10500,americanair called hung
10501,americanair thank
10502,americanair u cud answer 140 plenty inflight stealing going right amp fa wont uncomfortable convo w pas
10503,americanair fine would call left message told would 2 hour call havent heard anything yet
10504,americanair flight cancelled flightled yesterday early afternoon call 1230am 230am wake tell
10505,americanair miami agent rachel wong marisol pimentel pleasant world chaos big thank u
10506,americanair put call back 1am still nothing 8am think might get back
10507,americanair cancelled flight 1605 625 amp 628 flight 4 hr longer amp layover late flight find reasonably priced alternative
10508,americanair dont know may also working home thanks nothing
10509,americanair called ep line 4 hour late flightr called back sat hold hour u airway cut
10510,americanair flight 1106 cancelled flightled need get back cleveland option
10511,americanair way could put hotel night im sleep airport tonight
10512,americanair mallowfairy many time exactly call leave number call back hasnt worked
10513,americanair c2next would great get help ive trying since last night get
10514,americanair telling frustrated customer super busy please call back late flightr kthxbai hanging best practice
10515,americanair becomes get money passenger strict dont feedback reward
10516,americanair even bag statuswill take action company incredible irresponsible costumer
10517,americanair still waiting news bag 48hrs already happened company dont give passenger certain information
10518,americanair customer service suck rep yelling caller regarding weather dfw hope go bankrupt
10519,americanair phone disconnect stay line need checkout hotel 2 hr amp place go cant keep calling
10520,americanair apology required made home safe thanks kudos aa
10521,americanair requested call back 1am cancelled flighted flight dfw shouldnt take long reroute youre customer service lack
10522,americanair review system notification website telephone system place clearly inadequate
10523,americanair sell mce post doorclose shuffle way u sell drinkssnacks people flight selfupgraded wo paying
10524,americanair good enough info communicated point silence hour sat oh seat broken worst
